amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood
700,1973-06-17,Approved,1,400,1,2011-03-22 10:40:17,8,1,13,77.39,500,6,57058,MargieCFrawley@hotmail.com,291479903,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (Home / Utilities),1400,528,597,631,654,598,1
400,1951-07-30,Approved,0,812,1,2011-03-22 13:19:18,3,1,6,108.8,400,3,84074,KellieAParkhurst@aol.com,324379828,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Bills (Medical),1112,717,616,710,757,629,1
800,1965-01-05,Approved,1,950,1,2011-03-22 13:35:55,8,1,13,77.39,500,6,84020,RandallJHunnicutt@aol.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills (Medical),2800,530,552,538,675,601,0
400,1967-07-11,Approved,1,100,0,2011-03-22 13:47:08,6,1,13,61.91,400,6,57103,RichardMLuong@hotmail.com,91408899,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Medical),1550,581,578,611,643,607,0
500,1954-07-12,Approved,1,320,1,2011-03-22 14:51:16,5,1,5,193.91,500,5,57785,DanielMYarbrough@bing.com,91400046,1 year or more,3+ years,3+ years,Monthly,Mobile,Pay off loans / overdrawn acct,1099,577,638,711,741,632,1
300,1961-11-23,Approved,0,782,1,2011-03-22 15:07:40,3,1,6,83.09,300,3,57062,JameyKRusso@bing.com,291471134,1 year or more,3+ years,3+ years,Semi-monthly,Home,Pay off loans / overdrawn acct,2096,492,552,573,680,606,1
500,1982-05-09,Approved,1,800,1,2011-03-22 15:20:40,5,1,5,193.91,500,5,84058,DorisABroxton@hotmail.com,324377817,1 year or more,1-2 years,3+ years,Monthly,Mobile,Bills (General),2000,586,533,557,674,589,1
800,1959-12-15,Approved,1,232,1,2011-03-22 15:59:27,8,1,6,171.75,500,6,84601,LatishaSShugart@yahoo.com,324079555,1 year or more,3+ years,6 months or less,Monthly,Home,Other,1250,541,611,703,747,610,1
800,1983-02-23,Approved,1,570,1,2011-03-22 16:46:24,6,1,13,77.39,500,6,84010,RandiCWest@aol.com,324377516,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Bills (Auto),2800,539,678,668,720,617,0
600,1956-05-15,Approved,1,300,0,2011-03-22 17:43:13,8,1,13,77.39,500,6,83401,TyroneCJones@bing.com,324173639,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Auto),1666,681,514,545,645,569,1
500,1978-10-25,Approved,1,750,1,2011-03-23 05:15:37,5,1,10,92.17,500,5,84790,CharlesGWallace@aol.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,2200,616,599,630,690,630,1
500,1973-10-06,Approved,1,630,0,2011-03-23 08:40:27,5,1,10,94.7,500,5,57401,MonicaJRobertson@hotmail.com,91400172,1 year or more,1-2 years,3+ years,Semi-monthly,Home,Bills (Auto),2000,763,580,637,681,598,1
600,1980-03-01,Approved,1,1500,1,2011-03-23 10:09:33,4,1,8,130.18,600,4,84058,ConnieCClement@bing.com,124002971,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,Bills (General),2800,745,673,719,734,636,0
500,1956-07-28,Approved,1,200,1,2011-03-23 14:03:03,8,1,8,144.85,500,8,83714,AustinBBacon@gmail.com,123171955,1 year or more,7-12 months,6 months or less,Monthly,Mobile,Bills (Auto),2800,453,565,563,630,613,0
800,1975-07-10,Approved,1,1500,1,2011-03-23 16:23:52,7,1,15,113.56,800,7,84062,AngelOStirling@aol.com,124000054,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Bills (Auto),4878,766,603,627,681,618,1
500,1972-06-04,Approved,1,595,1,2011-03-23 17:15:50,6,1,6,171.75,500,6,57103,DianaARichards@aol.com,291479974,1 year or more,7-12 months,7-12 months,Monthly,Mobile,Bills (Home / Utilities),1800,354,537,536,653,576,0
700,1961-05-02,Approved,1,300,1,2011-03-23 18:16:12,5,1,10,92.17,500,5,84302,DillonABriggs@gmail.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Other,1932,624,537,573,674,609,1
500,1987-12-19,Approved,1,300,1,2011-03-23 18:24:46,5,1,10,92.17,500,5,83234,MariaPPitts@aol.com,124101555,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (Auto),1400,530,506,548,620,567,0
500,1969-03-03,Approved,0,0,1,2011-03-23 18:50:21,5,1,10,92.17,500,5,84015,LeighDMartinez@bing.com,51000017,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (Auto),3000,329,597,649,666,620,0
500,1987-05-05,Approved,1,350,0,2011-03-24 07:06:13,5,1,5,193.91,500,5,84043,MonicaSSummers@yahoo.com,31101169,1 year or more,7-12 months,6 months or less,Monthly,Mobile,Bills (Home / Utilities),1500,655,605,661,727,617,0
800,1984-10-08,Approved,0,1300,0,2011-03-24 10:03:27,8,1,6,171.75,500,6,84790,LyleLMontoya@bing.com,122000247,1 year or more,6 months or less,3+ years,Monthly,Mobile,Bills (Auto),4251,661,501,509,643,555,0
800,1955-09-06,Approved,0,960,1,2011-03-24 10:25:41,8,1,8,231.76,800,8,83872,DianaJLopez@aol.com,123103729,1 year or more,3+ years,3+ years,Monthly,Home,Bills (Medical),3700,660,561,568,680,611,1
500,1984-02-04,Approved,1,400,1,2011-03-24 10:49:47,5,1,10,92.17,500,5,84401,MarthaSFigueroa@aol.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Bills (General),2700,544,590,626,640,613,1
800,1971-03-10,Approved,0,915,1,2011-03-24 11:14:27,8,1,16,113.77,800,8,83854,TheresaAHeffernan@bing.com,325182690,1 year or more,1-2 years,3+ years,Semi-monthly,Mobile,Bills (General),1600,603,582,640,702,624,1
600,1973-04-27,Approved,0,518,1,2011-03-24 12:54:35,6,1,13,77.39,500,6,84067,BettyCReed@bing.com,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (Medical),2000,544,582,624,659,614,1
800,1970-08-14,Approved,1,850,0,2011-03-24 14:04:05,6,1,12,84.03,500,6,84720,WilliamCSpeck@aol.com,124301779,1 year or more,6 months or less,1-2 years,Semi-monthly,Mobile,Bills (Medical),3288,583,629,653,684,609,1
800,1980-02-15,Approved,1,375,0,2011-03-24 21:56:46,8,1,12,84.03,500,6,83646,FabiolaASmith@gmail.com,123103716,1 year or more,6 months or less,3+ years,Semi-monthly,Mobile,Bills (General),2404,715,570,595,570,584,1
700,1971-01-03,Approved,1,475,1,2011-03-25 10:45:55,5,1,5,193.91,500,5,83204,IsidraESoria@gmail.com,324173626,1 year or more,3+ years,6 months or less,Monthly,Mobile,Bills (General),3500,716,556,548,607,589,0
300,1976-06-04,Approved,1,250,1,2011-03-25 13:29:01,3,1,3,170.81,300,3,57262,CharlesJHeaton@hotmail.com,91400172,3 months or less,3+ years,6 months or less,Monthly,Home,Bills (General),850,539,590,684,746,614,1
800,1985-08-01,Approved,1,0,1,2011-03-25 14:28:46,8,1,6,171.75,500,6,84404,BarbaraJBateman@yahoo.com,124002971,1 year or more,3+ years,1-2 years,Monthly,Mobile,Bills (Auto),1500,668,534,594,586,562,0
800,1981-12-17,Approved,1,710,1,2011-03-26 13:45:48,5,1,10,147.47,800,5,83642,VondaCEldridge@gmail.com,123103716,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Pay off loans / overdrawn acct,2400,521,552,608,633,596,1
800,1956-08-09,Approved,1,475,1,2011-03-26 15:19:41,8,1,13,77.39,500,6,57237,MaryMPichardo@aol.com,91408734,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (General),2200,715,535,537,640,591,0
800,1984-11-30,Approved,1,400,0,2011-03-27 15:25:31,8,1,12,84.03,500,6,83634,MitziJChristopher@bing.com,124103799,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (General),1300,670,568,617,668,596,0
300,1976-01-22,Approved,1,825,0,2011-03-28 08:07:59,5,1,10,56.82,300,5,83404,ToddMGillum@bing.com,123271978,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Bills (Medical),3915,540,543,573,645,603,1
800,1983-03-29,Approved,0,500,1,2011-03-28 16:36:37,5,1,10,94.7,500,5,84110,GloriaIAlexander@yahoo.com,324079416,4-12 months,3+ years,1-2 years,Semi-monthly,Mobile,Bills (Home / Utilities),2127,547,581,617,672,602,0
800,1959-11-02,Approved,0,741,0,2011-03-28 19:09:03,8,1,16,113.77,800,8,83709,DavidMPirtle@gmail.com,123103729,1 year or more,7-12 months,3+ years,Semi-monthly,Mobile,School,4600,642,652,671,711,654,1
300,1970-11-05,Approved,1,310,1,2011-03-28 19:11:49,5,1,5,116.34,300,5,57747,GeorgetteGBrooks@aol.com,291479592,1 year or more,3+ years,3+ years,Monthly,Home,Other,1244,513,538,556,680,597,0
800,1972-05-22,Approved,1,568,1,2011-03-28 19:37:03,8,1,12,84.03,500,6,84081,CarlSSimas@bing.com,124302150,1 year or more,3+ years,1-2 years,Semi-monthly,Work,Other,3800,521,531,596,641,603,0
700,1954-10-25,Approved,0,1353,1,2011-03-29 09:14:08,6,1,12,117.64,700,6,84062,GladysDCrowe@yahoo.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Other,5700,543,656,679,729,648,1
700,1951-07-23,Approved,1,650,1,2011-03-29 09:42:22,5,1,5,193.91,500,5,84108,ReneJMitchell@gmail.com,324078909,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),3000,719,522,541,629,587,0
800,1978-03-08,Approved,1,325,1,2011-03-29 13:24:14,8,1,12,84.03,500,6,83705,EleanorASchaefer@hotmail.com,123171955,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Bills (Auto),2675,612,533,545,639,601,0
600,1961-10-17,Approved,1,689,1,2011-03-29 17:51:52,8,1,13,77.39,500,6,84047,SocorroEWilliams@bing.com,124002971,3 months or less,6 months or less,6 months or less,Bi-weekly,Mobile,Bills (General),2138,712,571,611,663,593,0
500,1972-03-01,Approved,1,750,1,2011-03-30 05:33:06,5,1,10,92.17,500,5,57106,KimberlyIFlores@aol.com,91408598,1 year or more,3+ years,3+ years,Bi-weekly,Work,Pay off loans / overdrawn acct,4400,589,582,625,645,612,0
300,1982-01-09,Approved,1,350,1,2011-03-30 08:27:19,3,1,6,83.09,300,3,84003,JamesMMiller@bing.com,124302150,1 year or more,7-12 months,7-12 months,Semi-monthly,Mobile,Bills (Home / Utilities),1400,677,611,657,724,626,1
500,1969-04-12,Approved,0,850,1,2011-03-30 08:45:44,4,1,8,110.97,500,4,84511,BernadetteDWilcox@yahoo.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Home,Bills (General),4000,768,540,596,589,601,0
800,1966-02-07,Approved,0,837,0,2011-03-30 09:32:49,8,1,16,113.77,800,8,84405,RudyGSampson@hotmail.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (General),2816,536,677,723,752,640,1
800,1981-04-02,Approved,0,425,0,2011-03-30 11:40:33,8,1,13,77.39,500,6,83843,SandraWWheeler@hotmail.com,323173313,1 year or more,6 months or less,1-2 years,Bi-weekly,Work,Bills (Home / Utilities),2200,521,522,593,569,574,0
800,1961-10-13,Approved,1,750,1,2011-03-30 12:53:10,7,1,7,249.97,800,7,83647,BiancaDMorrow@gmail.com,122400724,1 year or more,6 months or less,3+ years,Monthly,Mobile,Rent / Mortgage,4324,734,607,614,687,602,1
700,1954-11-09,Approved,1,480,1,2011-03-30 15:15:34,5,1,10,94.7,500,5,57701,KathyCBrown@gmail.com,91408734,1 year or more,1-2 years,1-2 years,Semi-monthly,Home,Other,3160,541,525,516,633,577,0
800,1961-12-05,Approved,1,1895,1,2011-03-30 15:19:42,4,1,4,364.28,800,4,84098,SandraMRemick@gmail.com,325070760,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Auto),7000,597,613,656,691,646,1
600,1975-12-22,Approved,1,675,1,2011-03-30 23:30:38,6,1,13,92.87,600,6,84106,JoanBGiles@gmail.com,324079555,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Other,2050,492,634,683,742,627,0
800,1984-06-23,Approved,1,625,1,2011-03-31 07:55:18,8,1,6,171.75,500,6,83204,AlexanderDJackson@yahoo.com,124103773,1 year or more,7-12 months,1-2 years,Monthly,Mobile,Bills (General),2000,538,590,644,684,590,1
500,1952-12-19,Approved,1,180,1,2011-03-31 08:31:15,8,1,8,144.85,500,8,57701,EricaBClaussen@aol.com,91408734,1 year or more,3+ years,1-2 years,Monthly,Home,Bills (Auto),974,305,563,640,682,612,1
500,1981-07-27,Approved,0,500,0,2011-03-31 10:17:55,5,1,5,193.91,500,5,84115,EfrenJAu@gmail.com,124002971,1 year or more,1-2 years,1-2 years,Monthly,Mobile,Bills (General),3100,573,622,657,726,629,0
700,1954-08-11,Approved,1,450,1,2011-03-31 12:20:01,6,1,12,117.64,700,6,84601,HildaTThomas@aol.com,124300327,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Other,2735,734,582,623,674,632,1
500,1959-03-31,Approved,1,200,1,2011-03-31 14:31:21,5,1,10,92.17,500,5,84116,AvisMRobinson@aol.com,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Other,1800,573,530,542,672,571,0
600,1989-01-25,Approved,1,0,1,2011-03-31 15:07:43,6,1,12,84.03,500,6,84321,RoxanneSOchoa@aol.com,124002971,1 year or more,7-12 months,7-12 months,Semi-monthly,Mobile,School,520,530,666,672,710,617,1
600,1982-05-26,Approved,1,450,1,2011-03-31 17:32:13,5,1,10,94.7,500,5,83338,RaulGKeen@hotmail.com,124103799,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Bills (General),1680,473,613,644,689,593,0
400,1970-11-26,Approved,0,985,1,2011-04-01 06:46:24,8,1,17,52.94,400,8,84128,KevinECoronado@gmail.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (General),1800,593,576,567,662,621,1
800,1987-12-29,Approved,1,475,0,2011-04-01 08:43:49,8,1,13,77.39,500,6,84542,DamarisRLeonard@yahoo.com,324079539,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills (Medical),1600,621,532,584,629,572,0
800,1974-11-02,Approved,1,900,1,2011-04-01 11:05:44,8,1,16,113.77,800,8,84088,AngeloEAltman@bing.com,124002971,1 year or more,7-12 months,3+ years,Semi-monthly,Mobile,Other,2440,589,589,635,648,621,0
500,1965-06-05,Approved,1,0,1,2011-04-01 11:41:03,5,1,5,193.91,500,5,83639,SoniaSSmith@hotmail.com,123103716,1 year or more,1-2 years,3+ years,Monthly,Mobile,Bills (General),1300,616,579,587,680,586,1
800,1967-06-04,Approved,1,1600,1,2011-04-01 13:36:31,3,1,3,284.69,500,3,84057,JoyGGonzalez@aol.com,124302914,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Medical),6000,538,580,607,685,628,1
800,1951-08-13,Approved,0,0,1,2011-04-01 14:34:11,8,1,8,231.76,800,8,84405,JefferyMLashley@bing.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (Medical),790,808,624,668,723,636,0
500,1961-02-11,Approved,1,350,1,2011-04-01 15:35:50,6,1,13,77.39,500,6,57107,DebraBWilliams@bing.com,91400046,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Pay off loans / overdrawn acct,2200,431,629,658,705,642,1
800,1957-12-23,Approved,1,400,1,2011-04-01 17:24:12,8,1,12,84.03,500,6,84104,DannyMCunningham@yahoo.com,324079555,3 months or less,3+ years,3+ years,Semi-monthly,Home,Other,2400,499,536,576,669,605,1
300,1955-10-01,Approved,1,500,1,2011-04-01 20:38:41,8,1,8,86.91,300,8,84119,BrandiMGoodwin@gmail.com,124002971,1 year or more,3+ years,1-2 years,Monthly,Home,Bills (General),1600,491,610,704,747,606,1
500,1968-10-26,Approved,1,875,1,2011-04-02 09:42:41,5,1,10,94.7,500,5,84121,JanieMLeija@yahoo.com,124000054,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Bills (General),3550,569,562,622,693,611,1
500,1989-02-22,Approved,1,700,1,2011-04-02 12:13:52,5,1,10,92.17,500,5,57719,FrancesTPayeur@gmail.com,91408501,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Bills (General),2336,523,636,649,715,600,0
800,1959-11-26,Approved,1,750,1,2011-04-02 13:54:31,8,1,8,231.76,800,8,83687,JoniJMeeks@yahoo.com,123271978,1 year or more,7-12 months,3+ years,Monthly,Home,Bills (General),2486,528,579,634,667,610,1
400,1978-01-23,Approved,1,525,1,2011-04-02 15:25:58,6,1,6,137.4,400,6,84660,JenniferJBarbour@yahoo.com,124000054,1 year or more,6 months or less,3+ years,Monthly,Mobile,Other,4254,718,581,608,626,600,1
800,1953-07-16,Approved,1,485,1,2011-04-03 14:02:03,8,1,13,77.39,500,6,83686,AlexandriaBNg@yahoo.com,124101555,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,Other,1980,559,523,528,643,585,0
300,1984-09-14,Approved,1,300,1,2011-04-03 18:44:53,3,1,3,170.81,300,3,84119,TashaMLong@hotmail.com,124002971,1 year or more,7-12 months,6 months or less,Monthly,Home,Bills (Auto),792,536,622,665,704,586,1
800,1984-06-09,Approved,1,750,1,2011-04-04 04:06:06,6,1,12,84.03,500,6,84010,SarahDCarrington@yahoo.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Bills (General),1300,567,588,640,662,611,1
500,1978-02-24,Approved,1,350,1,2011-04-04 12:34:59,5,1,5,193.91,500,5,57022,RitaDWarner@yahoo.com,291479974,1 year or more,3+ years,3+ years,Monthly,Home,Bills (Auto),1571,544,517,539,628,582,0
500,1988-07-01,Approved,1,350,1,2011-04-04 14:30:08,5,1,10,92.17,500,5,57701,JuanitaHDeaton@gmail.com,91400046,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (General),600,734,585,628,703,584,1
800,1947-01-07,Approved,0,0,1,2011-04-04 14:45:40,6,1,13,123.82,800,6,83712,SharonJEspinoza@bing.com,123171955,1 year or more,3+ years,6 months or less,Bi-weekly,Work,Pay off loans / overdrawn acct,2086,589,547,565,680,605,1
400,1980-07-09,Approved,1,550,1,2011-04-04 19:57:24,3,1,6,108.8,400,3,83709,StephanieRWright@gmail.com,324173626,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (General),3392,564,554,603,628,616,0
500,1959-01-06,Approved,1,1200,1,2011-04-05 07:20:59,5,1,5,193.91,500,5,84124,JackieKLovejoy@gmail.com,324078721,4-12 months,3+ years,3+ years,Monthly,Home,Bills (Medical),4200,586,575,646,716,612,1
400,1953-09-22,Approved,0,0,0,2011-04-05 07:52:28,5,1,10,73.74,400,5,83626,CarolynDKatz@yahoo.com,124103799,1 year or more,3+ years,3+ years,Bi-weekly,Home,Bills (Home / Utilities),1920,660,553,565,674,603,1
800,1936-12-23,Approved,0,1208,0,2011-04-05 11:17:50,6,1,6,274.81,800,6,83686,BettyMCorley@hotmail.com,123103729,1 year or more,3+ years,6 months or less,Monthly,Mobile,Bills (Home / Utilities),3872,678,697,743,781,627,0
500,1952-03-31,Approved,0,3018,1,2011-04-05 13:49:22,4,1,8,110.97,500,4,57268,MariaKRivers@hotmail.com,91406121,1 year or more,3+ years,3+ years,Semi-monthly,Home,Other,9666,616,650,675,733,647,1
300,1985-07-29,Approved,1,525,1,2011-04-05 15:24:27,3,1,6,81.6,300,3,83704,AlfredoCWillard@bing.com,324172575,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Other,2400,713,541,558,584,575,0
800,1977-12-21,Approved,1,300,1,2011-04-05 23:13:20,8,1,16,113.77,800,8,84074,AprilAMoore@hotmail.com,314074269,1 year or more,7-12 months,3+ years,Semi-monthly,Mobile,Bills (Medical),3148,546,576,607,674,589,0
500,1960-07-15,Approved,1,650,1,2011-04-06 09:01:02,5,1,10,92.17,500,5,84098,MarkMSlayton@hotmail.com,123171955,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (Auto),2200,560,517,526,623,576,0
600,1971-04-23,Approved,1,800,1,2011-04-06 09:52:59,5,1,10,92.17,500,5,84029,FabianSRoss@bing.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Bills (General),1600,765,555,555,602,569,1
800,1971-03-24,Approved,0,750,1,2011-04-06 12:09:18,5,1,10,92.17,500,5,84098,JessicaMVos@gmail.com,124000737,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Medical),3566,512,558,556,680,609,0
800,1948-10-01,Approved,0,0,1,2011-04-06 16:17:11,8,1,17,105.88,800,8,84123,LoraPBarrett@gmail.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Pay off loans / overdrawn acct,2300,583,625,660,705,653,1
800,1983-03-01,Approved,0,250,0,2011-04-06 16:36:42,5,1,10,92.17,500,5,84067,AlyciaEAnderson@yahoo.com,124000054,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (General),2000,577,567,642,644,602,0
500,1988-07-29,Approved,1,250,1,2011-04-06 16:42:59,3,1,6,136.0,500,3,84013,JulieRJohnson@yahoo.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Other,1830,541,640,677,728,610,0
500,1939-11-11,Approved,0,1110,1,2011-04-06 19:04:16,6,1,6,171.75,500,6,84067,ClaudeLUnderwood@aol.com,124302150,1 year or more,3+ years,7-12 months,Monthly,Mobile,Other,3481,550,591,558,659,598,1
500,1992-03-26,Approved,1,0,0,2011-04-06 19:27:31,5,1,10,94.7,500,5,84097,GeorgeMSchroder@bing.com,107002192,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Other,1300,640,583,596,641,561,0
800,1945-06-14,Approved,1,800,1,2011-04-06 22:05:36,3,1,3,455.5,800,3,84041,TrentDGaier@bing.com,124001545,1 year or more,7-12 months,3+ years,Monthly,Home,Other,2992,576,631,665,657,630,1
700,1976-11-04,Approved,1,875,0,2011-04-07 10:28:30,8,1,13,77.39,500,6,83835,EleanoreTDavis@bing.com,123103716,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,School,2138,546,509,540,667,578,0
300,1972-03-24,Approved,0,0,1,2011-04-07 15:14:43,4,1,8,65.09,300,4,84070,BarbaraCCork@gmail.com,324379705,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Bills (Auto),2400,674,617,657,666,621,0
500,1977-02-10,Approved,1,1200,1,2011-04-07 17:23:17,8,1,8,144.85,500,8,84020,KimBSheperd@hotmail.com,324377516,1 year or more,7-12 months,3+ years,Monthly,Mobile,Bills (General),3500,765,582,590,680,616,0
500,1971-03-13,Approved,1,1100,1,2011-04-07 18:07:14,5,1,10,92.17,500,5,84088,DeannaJParkinson@yahoo.com,324078721,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Other,3000,530,612,641,674,622,0
500,1983-07-28,Approved,1,0,1,2011-04-07 19:50:33,6,1,12,84.03,500,6,84123,SharonERudolph@aol.com,324079555,1 year or more,7-12 months,3+ years,Semi-monthly,Mobile,Other,2000,655,616,659,704,611,0
500,1971-07-28,Approved,1,450,1,2011-04-08 09:42:05,5,1,10,92.17,500,5,57350,MichaelVMoy@bing.com,91400046,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (Auto),1000,529,518,543,652,583,0
700,1976-06-25,Approved,1,795,1,2011-04-08 09:42:24,5,1,10,92.17,500,5,84047,AnthonyPMorgan@yahoo.com,124001545,1 year or more,1-2 years,7-12 months,Bi-weekly,Mobile,Bills (Auto),1000,530,539,564,675,601,1
600,1977-09-15,Approved,1,200,1,2011-04-08 09:59:34,6,1,13,77.39,500,6,84015,ChristopherLFlores@aol.com,124001545,1 year or more,7-12 months,7-12 months,Bi-weekly,Mobile,Bills (General),700,538,562,603,622,598,0
300,1969-10-30,Approved,0,1395,1,2011-04-08 16:47:25,5,1,10,55.3,300,5,84118,LisaSFranklin@hotmail.com,51000017,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Bills (General),3000,597,566,559,667,608,1
500,1988-12-13,Approved,1,0,1,2011-04-08 17:55:05,5,1,10,92.17,500,5,84106,GloriaMTisdale@aol.com,324078909,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Bills (General),1500,548,640,674,727,589,0
800,1948-12-10,Approved,0,2140,1,2011-04-09 10:59:36,5,1,5,193.91,500,5,83704,GloriaTHyatt@bing.com,321175261,1 year or more,3+ years,1-2 years,Monthly,Mobile,Bills (Auto),5965,543,572,581,680,619,1
800,1962-07-12,Approved,1,650,0,2011-04-10 09:31:36,8,1,16,113.77,800,8,84070,SummerHRogers@bing.com,324379705,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Gifts / Leisure,1600,670,563,554,680,622,1
500,1970-08-07,Approved,0,1300,1,2011-04-10 17:55:45,5,1,10,92.17,500,5,57108,GwenMDutcher@gmail.com,91400046,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Bills (Auto),2400,762,565,614,645,607,0
500,1961-07-12,Approved,0,500,1,2011-04-10 20:02:52,5,1,5,193.91,500,5,83350,MaryMPriddy@bing.com,324170179,1 year or more,3+ years,3+ years,Monthly,Home,Other,1800,492,581,644,677,615,1
800,1971-08-08,Approved,1,1300,1,2011-04-10 21:15:39,8,1,13,77.39,500,6,84095,KathleenBTorres@hotmail.com,63192874,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (General),18500,639,514,503,649,562,0
600,1971-05-26,Approved,0,0,0,2011-04-10 22:00:20,8,1,8,173.82,600,8,84414,VirginiaDJones@gmail.com,124002971,1 year or more,3+ years,6 months or less,Monthly,Mobile,Bills (Medical),3429,734,602,650,693,626,0
800,1956-10-02,Approved,1,750,1,2011-04-11 07:10:55,8,1,17,105.88,800,8,83854,MargaretMHimes@gmail.com,323173313,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Bills (Home / Utilities),1492,574,591,637,668,629,0
500,1974-06-01,Approved,1,800,1,2011-04-11 08:26:59,5,1,10,94.7,500,5,84095,BradCArroyo@aol.com,124001545,1 year or more,1-2 years,6 months or less,Semi-monthly,Work,Bills (Auto),3500,556,547,563,672,585,0
800,1951-05-21,Approved,0,120,1,2011-04-11 10:08:08,8,1,6,171.75,500,6,83623,MaryRSanchez@aol.com,324173383,1 year or more,3+ years,3+ years,Monthly,Mobile,Bills (General),1194,493,603,687,717,591,0
300,1950-11-04,Approved,1,250,1,2011-04-11 14:32:57,5,1,5,116.34,300,5,84754,DorothyRDavis@gmail.com,124002971,1 year or more,3+ years,7-12 months,Monthly,Mobile,Bills (General),782,572,577,604,647,577,1
500,1934-09-09,Approved,0,0,1,2011-04-11 16:35:57,5,1,5,193.91,500,5,84601,AmyDGarcia@gmail.com,124002971,1 year or more,3+ years,7-12 months,Monthly,Home,Bills (General),2419,660,701,738,789,641,1
500,1966-08-07,Approved,0,1803,1,2011-04-12 06:16:55,6,1,6,171.75,500,6,57049,MichaelRMattos@aol.com,73000545,1 year or more,3+ years,1-2 years,Monthly,Mobile,Other,4175,765,555,585,680,605,0
700,1958-08-14,Approved,1,443,1,2011-04-12 09:37:27,8,1,6,171.75,500,6,83703,MaryBDean@hotmail.com,123103729,1 year or more,6 months or less,6 months or less,Monthly,Home,Bills (Home / Utilities),1368,460,543,568,680,596,1
